Aaron Soni,,
5x5x5 Cube Combined First Round,AZ 1,
,,
Nick Anderson,,
Event/Round,Stage/Group,
4x4x4 Cube Combined First Round,NV 1,
Skewb Combined First Round,AZ 4,
Pyraminx Combined First Round,CA 2,
3x3x3 Cube Combined First Round,CO 2,
3x3x3 One-Handed Combined First Round,NV 1,
Square-1 Combined First Round,CA 1,
2x2x2 Cube Combined First Round,CO 2,
,,
Nicolas Harper,,
Event/Round,Stage/Group,
4x4x4 Cube Combined First Round,NV 3,
Megaminx Combined First Round,CO 2,
6x6x6 Cube Combined Final Round,UT 1,
Skewb Combined First Round,CA 4,
Pyraminx Combined First Round,UT 3,
3x3x3 Cube Combined First Round,CA 5,
3x3x3 One-Handed Combined First Round,NV 2,
Square-1 Combined First Round,CO 1,
2x2x2 Cube Combined First Round,UT 4,
5x5x5 Cube Combined First Round,AZ 2,
,,
Nitin Subramanian,,
Event/Round,Stage/Group,
4x4x4 Cube Combined First Round,0,
3x3x3 Multi-Blind,HI 1,
Skewb Combined First Round,AZ 2,
3x3x3 Cube Combined First Round,CA 3,
4x4x4 Blindfolded,HI 1,
3x3x3 One-Handed Combined First Round,0,
2x2x2 Cube Combined First Round,CA 3,
3x3x3 Blindfolded Round 1,0,
5x5x5 Cube Combined First Round,0,
,,
Pablo Nava,,
Event/Round,Stage/Group,
4x4x4 Cube Combined First Round,NV 2,
Skewb Combined First Round,AZ 4,
Pyraminx Combined First Round,NV 2,
3x3x3 Cube Combined First Round,UT 4,
3x3x3 One-Handed Combined First Round,CA 1,
2x2x2 Cube Combined First Round,CA 2,
,,
Patric Waworuntu,,
Event/Round,Stage/Group,
4x4x4 Cube Combined First Round,CA 2,
3x3x3 Cube Combined First Round,CA 5,
2x2x2 Cube Combined First Round,UT 1,
5x5x5 Cube Combined First Round,CO 1,
,,
Paul Mahvi,,
Event/Round,Stage/Group,
4x4x4 Cube Combined First Round,0,
Megaminx Combined First Round,0,
6x6x6 Cube Combined Final Round,0,
Skewb Combined First Round,AZ 1,
7x7x7 Cube Combined Final Round,0,
Pyraminx Combined First Round,AZ 3,
3x3x3 Cube Combined First Round,CA 4,
3x3x3 One-Handed Combined First Round,0,
Square-1 Combined First Round,0,
2x2x2 Cube Combined First Round,AZ 3,
3x3x3 Blindfolded Round 1,0,
5x5x5 Cube Combined First Round,0,
,,
Pranav Ravindran,,
Event/Round,Stage/Group,
3x3x3 Cube Combined First Round,NV 1,
,,
Rahil Pasha,,
Event/Round,Stage/Group,
Pyraminx Combined First Round,CA 1,
3x3x3 Cube Combined First Round,UT 2,
2x2x2 Cube Combined First Round,CA 2,
,,
Ravi Fernando,,
Event/Round,Stage/Group,
3x3x3 Cube Combined First Round,NV 3,
3x3x3 One-Handed Combined First Round,AZ 1,
,,
Reuben San Luis,,
Event/Round,Stage/Group,
4x4x4 Cube Combined First Round,NV 2,
Megaminx Combined First Round,UT 1,
6x6x6 Cube Combined Final Round,UT 1,
7x7x7 Cube Combined Final Round,CA 1,
3x3x3 Cube Combined First Round,AZ 3,
3x3x3 One-Handed Combined First Round,CA 2,
2x2x2 Cube Combined First Round,UT 2,
,,
Rider Heise-Pearce,,
Event/Round,Stage/Group,
Skewb Combined First Round,AZ 1,
Pyraminx Combined First Round,UT 1,
3x3x3 Cube Combined First Round,UT 1,
2x2x2 Cube Combined First Round,NV 1,
,,
Riley Woo,,
Event/Round,Stage/Group,
4x4x4 Cube Combined First Round,AZ 2,
Megaminx Combined First Round,CO 1,
3x3x3 Multi-Blind,HI 3,
6x6x6 Cube Combined Final Round,UT 2,
Skewb Combined First Round,NV 4,
5x5x5 Blindfolded,HI 2,
7x7x7 Cube Combined Final Round,CA 1,
Pyraminx Combined First Round,CA 1,
3x3x3 Cube Combined First Round,AZ 4,
4x4x4 Blindfolded,HI 1,
3x3x3 One-Handed Combined First Round,CA 2,
Square-1 Combined First Round,AZ 1,
2x2x2 Cube Combined First Round,CO 4,
3x3x3 Blindfolded Round 1,AZ 1,
5x5x5 Cube Combined First Round,NV 2,
,,
Roberto Mateo Valenciano,,
Event/Round,Stage/Group,
Skewb Combined First Round,AZ 2,
Pyraminx Combined First Round,AZ 2,
3x3x3 Cube Combined First Round,CA 2,
,,
Ryan Jew,,
Event/Round,Stage/Group,
4x4x4 Cube Combined First Round,0,
Megaminx Combined First Round,0,
3x3x3 Multi-Blind,HI 3,
6x6x6 Cube Combined Final Round,0,
Skewb Combined First Round,CA 4,
7x7x7 Cube Combined Final Round,0,
Pyraminx Combined First Round,UT 2,
3x3x3 Cube Combined First Round,UT 4,
4x4x4 Blindfolded,HI 1,
3x3x3 One-Handed Combined First Round,0,
Square-1 Combined First Round,0,
2x2x2 Cube Combined First Round,CA 4,
3x3x3 Blindfolded Round 1,0,
5x5x5 Cube Combined First Round,0,
,,
Ryan Lee,,
Event/Round,Stage/Group,
4x4x4 Cube Combined First Round,AZ 3,
Skewb Combined First Round,NV 2,
Pyraminx Combined First Round,AZ 3,
3x3x3 Cube Combined First Round,CA 5,
3x3x3 One-Handed Combined First Round,UT 2,
2x2x2 Cube Combined First Round,AZ 3,
,,
Ryan Lynch,,
Event/Round,Stage/Group,
3x3x3 Cube Combined First Round,AZ 4,
3x3x3 One-Handed Combined First Round,UT 1,
2x2x2 Cube Combined First Round,CO 1,
,,
Ryan Woytowitz,,
Event/Round,Stage/Group,
4x4x4 Cube Combined First Round,NV 2,
Megaminx Combined First Round,CO 3,
Skewb Combined First Round,CA 2,
3x3x3 Cube Combined First Round,NV 5,
3x3x3 One-Handed Combined First Round,NV 2,
Square-1 Combined First Round,CA 1,
2x2x2 Cube Combined First Round,AZ 3,
5x5x5 Cube Combined First Round,UT 1,
,,
Saheb Sabharwal,,
Event/Round,Stage/Group,
Pyraminx Combined First Round,CO 2,
3x3x3 Cube Combined First Round,AZ 5,
3x3x3 One-Handed Combined First Round,CO 1,
2x2x2 Cube Combined First Round,AZ 4,
,,
Samuel Tong,,
Event/Round,Stage/Group,
4x4x4 Cube Combined First Round,CA 1,
Megaminx Combined First Round,UT 2,
Skewb Combined First Round,CA 1,
Pyraminx Combined First Round,AZ 1,
3x3x3 Cube Combined First Round,CA 3,
Square-1 Combined First Round,UT 1,
2x2x2 Cube Combined First Round,AZ 2,
,,
Satvik Reddy,,
Event/Round,Stage/Group,
Skewb Combined First Round,AZ 1,
Pyraminx Combined First Round,AZ 3,
3x3x3 Cube Combined First Round,UT 3,
2x2x2 Cube Combined First Round,NV 2,
,,
Scott Weston,,
Event/Round,Stage/Group,
4x4x4 Cube Combined First Round,AZ 3,
Megaminx Combined First Round,UT 2,
Skewb Combined First Round,CA 2,
Pyraminx Combined First Round,CO 3,
3x3x3 Cube Combined First Round,CO 4,
3x3x3 One-Handed Combined First Round,UT 2,
Square-1 Combined First Round,UT 1,
2x2x2 Cube Combined First Round,NV 4,
3x3x3 Blindfolded Round 1,AZ 1,
5x5x5 Cube Combined First Round,AZ 1,
,,
Sean Wang,,
Event/Round,Stage/Group,
4x4x4 Cube Combined First Round,CA 1,
Megaminx Combined First Round,CO 3,
Skewb Combined First Round,AZ 2,
Pyraminx Combined First Round,UT 2,
3x3x3 Cube Combined First Round,AZ 4,
3x3x3 One-Handed Combined First Round,AZ 1,
Square-1 Combined First Round,AZ 1,
2x2x2 Cube Combined First Round,UT 2,
5x5x5 Cube Combined First Round,NV 1,
,,
Shane Grogan,,
Event/Round,Stage/Group,
4x4x4 Cube Combined First Round,AZ 2,
Megaminx Combined First Round,CO 1,
3x3x3 Multi-Blind,HI 3,
6x6x6 Cube Combined Final Round,UT 2,
Skewb Combined First Round,NV 4,
7x7x7 Cube Combined Final Round,CO 1,
3x3x3 Cube Combined First Round,UT 5,
4x4x4 Blindfolded,HI 3,
3x3x3 One-Handed Combined First Round,CO 2,
Square-1 Combined First Round,NV 1,
2x2x2 Cube Combined First Round,CO 4,
3x3x3 Blindfolded Round 1,UT 1,
5x5x5 Cube Combined First Round,NV 2,
,,
Shane Robertson,,
Event/Round,Stage/Group,
Skewb Combined First Round,NV 2,
Pyraminx Combined First Round,UT 1,
3x3x3 Cube Combined First Round,AZ 2,
3x3x3 One-Handed Combined First Round,CO 1,
Square-1 Combined First Round,UT 1,
2x2x2 Cube Combined First Round,NV 2,
,,
Shawn Azman,,
Event/Round,Stage/Group,
3x3x3 Cube Combined First Round,NV 4,
,,
Shelley Chang,,
Event/Round,Stage/Group,
3x3x3 Cube Combined First Round,CA 2,
4x4x4 Blindfolded,HI 1,
Square-1 Combined First Round,0,
3x3x3 Blindfolded Round 1,AZ 1,
,,
Siddharth Manchkanti,,
Event/Round,Stage/Group,
4x4x4 Cube Combined First Round,AZ 2,
Megaminx Combined First Round,CO 1,
3x3x3 Multi-Blind,HI 3,
6x6x6 Cube Combined Final Round,UT 2,
Skewb Combined First Round,NV 4,
7x7x7 Cube Combined Final Round,CA 1,
Pyraminx Combined First Round,NV 3,
3x3x3 Cube Combined First Round,NV 5,
3x3x3 One-Handed Combined First Round,NV 2,
Square-1 Combined First Round,AZ 1,
2x2x2 Cube Combined First Round,AZ 4,
3x3x3 Blindfolded Round 1,UT 1,
5x5x5 Cube Combined First Round,CA 2,
,,
Sol Goodwin,,
Event/Round,Stage/Group,
3x3x3 Cube Combined First Round,CA 5,
,,
Sonny Lodato,,
Event/Round,Stage/Group,
Skewb Combined First Round,AZ 1,
3x3x3 Cube Combined First Round,NV 1,
2x2x2 Cube Combined First Round,AZ 2,
,,
Sophie Chan,,
Event/Round,Stage/Group,
4x4x4 Cube Combined First Round,NV 2,
Megaminx Combined First Round,UT 1,
3x3x3 Cube Combined First Round,UT 3,
Square-1 Combined First Round,CO 1,
2x2x2 Cube Combined First Round,CA 1,
5x5x5 Cube Combined First Round,0,
,,
Spencer Lorenzen,,
Event/Round,Stage/Group,
4x4x4 Cube Combined First Round,AZ 1,
Skewb Combined First Round,CA 1,
Pyraminx Combined First Round,AZ 1,
3x3x3 Cube Combined First Round,NV 2,
3x3x3 One-Handed Combined First Round,CA 1,
2x2x2 Cube Combined First Round,AZ 2,
,,
Spencer Stutzman,,
Event/Round,Stage/Group,
4x4x4 Cube Combined First Round,NV 1,
3x3x3 Multi-Blind,HI 2,
6x6x6 Cube Combined Final Round,UT 2,
Skewb Combined First Round,NV 4,
Pyraminx Combined First Round,CA 3,
3x3x3 Cube Combined First Round,AZ 4,
3x3x3 One-Handed Combined First Round,CO 1,
Square-1 Combined First Round,NV 1,
2x2x2 Cube Combined First Round,UT 3,
3x3x3 Blindfolded Round 1,UT 1,
5x5x5 Cube Combined First Round,NV 2,
,,
Stanley Chapel,,
Event/Round,Stage/Group,
4x4x4 Cube Combined First Round,AZ 2,
Megaminx Combined First Round,CO 1,
3x3x3 Multi-Blind,HI 3,
6x6x6 Cube Combined Final Round,UT 2,
Skewb Combined First Round,NV 4,
5x5x5 Blindfolded,HI 2,
7x7x7 Cube Combined Final Round,CA 1,
Pyraminx Combined First Round,NV 3,
3x3x3 Cube Combined First Round,CO 5,
4x4x4 Blindfolded,HI 1,
3x3x3 One-Handed Combined First Round,CA 2,
Square-1 Combined First Round,CO 1,
2x2x2 Cube Combined First Round,CO 4,
3x3x3 Blindfolded Round 1,CO 1,
5x5x5 Cube Combined First Round,CA 2,
,,
Stanley Nerkowski IV,,
Event/Round,Stage/Group,
4x4x4 Cube Combined First Round,0,
Megaminx Combined First Round,0,
6x6x6 Cube Combined Final Round,0,
Skewb Combined First Round,AZ 3,
7x7x7 Cube Combined Final Round,0,
Pyraminx Combined First Round,CO 3,
3x3x3 Cube Combined First Round,CO 1,
3x3x3 One-Handed Combined First Round,0,
Square-1 Combined First Round,0,
2x2x2 Cube Combined First Round,CO 3,
5x5x5 Cube Combined First Round,0,
,,
Sukumar Reddy Dumpa,,
Event/Round,Stage/Group,
Pyraminx Combined First Round,NV 1,
3x3x3 Cube Combined First Round,NV 1,
,,
Tarang Nair,,
Event/Round,Stage/Group,
3x3x3 Cube Combined First Round,NV 1,
,,
Tegshburen Tunamal,,
Event/Round,Stage/Group,
Pyraminx Combined First Round,CO 1,
2x2x2 Cube Combined First Round,UT 2,
,,
Tejas Kota,,
Event/Round,Stage/Group,
3x3x3 Cube Combined First Round,CO 1,
,,
Timothy Castle,,
Event/Round,Stage/Group,
4x4x4 Cube Combined First Round,CA 3,
Megaminx Combined First Round,CO 2,
6x6x6 Cube Combined Final Round,UT 1,
Skewb Combined First Round,NV 3,
7x7x7 Cube Combined Final Round,NV 1,
Pyraminx Combined First Round,UT 3,
3x3x3 Cube Combined First Round,UT 4,
3x3x3 One-Handed Combined First Round,UT 1,
Square-1 Combined First Round,NV 1,
2x2x2 Cube Combined First Round,NV 3,
5x5x5 Cube Combined First Round,NV 1,
,,
Timothy Yoo,,
Event/Round,Stage/Group,
3x3x3 Cube Combined First Round,CO 1,
,,
Travis G. Kim,,
Event/Round,Stage/Group,
Skewb Combined First Round,AZ 1,
Pyraminx Combined First Round,AZ 1,
3x3x3 Cube Combined First Round,CA 1,
,,
Trenton Beyer,,
Event/Round,Stage/Group,
Skewb Combined First Round,NV 2,
Pyraminx Combined First Round,CO 1,
3x3x3 Cube Combined First Round,NV 2,
2x2x2 Cube Combined First Round,CO 1,
,,
Ty Marshall,,
Event/Round,Stage/Group,
4x4x4 Cube Combined First Round,0,
Megaminx Combined First Round,0,
3x3x3 Multi-Blind,HI 3,
6x6x6 Cube Combined Final Round,0,
Skewb Combined First Round,CA 3,
7x7x7 Cube Combined Final Round,0,
Pyraminx Combined First Round,CO 3,
3x3x3 Cube Combined First Round,CO 1,
3x3x3 One-Handed Combined First Round,0,
Square-1 Combined First Round,0,
2x2x2 Cube Combined First Round,CO 3,
3x3x3 Blindfolded Round 1,0,
5x5x5 Cube Combined First Round,0,
,,
Tyler Howlett,,
Event/Round,Stage/Group,
4x4x4 Cube Combined First Round,0,
Megaminx Combined First Round,0,
6x6x6 Cube Combined Final Round,0,
Skewb Combined First Round,NV 1,
7x7x7 Cube Combined Final Round,0,
Pyraminx Combined First Round,CO 2,
3x3x3 Cube Combined First Round,CO 2,
3x3x3 One-Handed Combined First Round,0,
Square-1 Combined First Round,0,
2x2x2 Cube Combined First Round,NV 2,
3x3x3 Blindfolded Round 1,0,
5x5x5 Cube Combined First Round,0,
,,
Ugonna Nwakuche,,
Event/Round,Stage/Group,
3x3x3 Cube Combined First Round,UT 3,
2x2x2 Cube Combined First Round,CO 3,
,,
Uma Unni,,
Event/Round,Stage/Group,
3x3x3 Cube Combined First Round,UT 2,
3x3x3 One-Handed Combined First Round,0,
2x2x2 Cube Combined First Round,CA 3,
,,
Uzoma Nwakuche,,
Event/Round,Stage/Group,
3x3x3 Cube Combined First Round,CO 2,
,,
Wendy Rock,,
Event/Round,Stage/Group,
3x3x3 Cube Combined First Round,UT 1,
,,
Will Newhoff,,
Event/Round,Stage/Group,
4x4x4 Cube Combined First Round,AZ 3,
6x6x6 Cube Combined Final Round,CO 2,
Skewb Combined First Round,AZ 1,
7x7x7 Cube Combined Final Round,CO 1,
Pyraminx Combined First Round,CA 3,
3x3x3 Cube Combined First Round,CO 5,
3x3x3 One-Handed Combined First Round,CO 2,
Square-1 Combined First Round,CO 1,
2x2x2 Cube Combined First Round,UT 4,
5x5x5 Cube Combined First Round,UT 2,
,,
Xander Mundy,,
Event/Round,Stage/Group,
2x2x2 Cube Combined First Round,CO 2,
,,
Yash Bansal,,
Event/Round,Stage/Group,
4x4x4 Cube Combined First Round,CA 3,
Skewb Combined First Round,CA 3,
Pyraminx Combined First Round,NV 3,
3x3x3 Cube Combined First Round,NV 5,
3x3x3 One-Handed Combined First Round,NV 1,
2x2x2 Cube Combined First Round,AZ 3,
5x5x5 Cube Combined First Round,CA 1,
,,
Zach Goldman,,
Event/Round,Stage/Group,
4x4x4 Cube Combined First Round,0,
6x6x6 Cube Combined Final Round,0,
Skewb Combined First Round,NV 3,
7x7x7 Cube Combined Final Round,0,
Pyraminx Combined First Round,CO 2,
3x3x3 Cube Combined First Round,CO 3,
3x3x3 One-Handed Combined First Round,0,
2x2x2 Cube Combined First Round,CO 2,
5x5x5 Cube Combined First Round,0,
,,
Zachary Clark,,
Event/Round,Stage/Group,
4x4x4 Cube Combined First Round,CA 3,
Megaminx Combined First Round,UT 2,
6x6x6 Cube Combined Final Round,CO 1,
Skewb Combined First Round,NV 3,
Pyraminx Combined First Round,AZ 2,
3x3x3 Cube Combined First Round,AZ 5,
Square-1 Combined First Round,CA 1,
2x2x2 Cube Combined First Round,UT 2,
5x5x5 Cube Combined First Round,CO 1,
,,
Zander Verhoeven,,
Event/Round,Stage/Group,
4x4x4 Cube Combined First Round,NV 1,
Skewb Combined First Round,NV 3,
Pyraminx Combined First Round,CA 2,
3x3x3 Cube Combined First Round,NV 3,
3x3x3 One-Handed Combined First Round,CA 1,
2x2x2 Cube Combined First Round,NV 3,
,,
Zeke Miller,,
Event/Round,Stage/Group,
4x4x4 Cube Combined First Round,CA 2,
Megaminx Combined First Round,UT 3,
6x6x6 Cube Combined Final Round,UT 1,
Skewb Combined First Round,AZ 4,
Pyraminx Combined First Round,AZ 3,
3x3x3 Cube Combined First Round,CO 4,
3x3x3 One-Handed Combined First Round,UT 1,
Square-1 Combined First Round,UT 1,
2x2x2 Cube Combined First Round,AZ 4,
5x5x5 Cube Combined First Round,UT 1,
,,
Ziming Li,,
Event/Round,Stage/Group,
Skewb Combined First Round,AZ 1,
Pyraminx Combined First Round,AZ 1,
3x3x3 Cube Combined First Round,NV 2,
2x2x2 Cube Combined First Round,UT 1,
,,
Ziqi Li,,
Event/Round,Stage/Group,
4x4x4 Cube Combined First Round,NV 1,
Skewb Combined First Round,NV 3,
Pyraminx Combined First Round,CO 2,
3x3x3 Cube Combined First Round,UT 4,
3x3x3 One-Handed Combined First Round,AZ 1,
Square-1 Combined First Round,NV 1,
2x2x2 Cube Combined First Round,CA 4,
3x3x3 Blindfolded Round 1,UT 1,
,,
